chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name	closest feature	distance	within bflag	epsilon	go=peroxisome organization
chr15	17513897	17514193	297	17514004	20	10.3155	4.94801	6.25533	BadSOCS3peaks_peak_210	ENSG00000215567	2364.51			
chr15	26006313	26006597	285	26006326	16	5.99308	3.42232	2.26048	BadSOCS3peaks_peak_211	ENSG00000212604	2.619			
chr15	27707461	27707793	333	27707621	18	6.77459	3.56774	2.9522	BadSOCS3peaks_peak_212	ENSG00000258853	21.859			
chr15	33245029	33245410	382	33245172	33	15.8257	5.3068	11.5771	BadSOCS3peaks_peak_213	TMCO5B	0.2325	1.0		
chr15	40335347	40335773	427	40335571	45	30.1583	8.57547	25.6647	BadSOCS3peaks_peak_214	CCDC9B	2.48			
chr15	48743450	48743844	395	48743635	31	20.4291	7.53983	16.0787	BadSOCS3peaks_peak_215	CEP152	1.633		0.172397	
chr15	51736743	51737543	801	51737032	171	153.889	17.822	148.819	BadSOCS3peaks_peak_216	LYSMD2	0.512	1.0	0.5194233333333333	
chr15	64095398	64096101	704	64095781	132	105.271	13.7809	100.346	BadSOCS3peaks_peak_217	SNX1	0.2325	1.0	0.05208	
chr15	66783236	66783734	499	66783418	41	25.8934	7.74169	21.4568	BadSOCS3peaks_peak_218	ENSG00000270490	24.919			
chr15	74100002	74100310	309	74100218	20	9.2562	4.44609	5.24879	BadSOCS3peaks_peak_219	ISLR2	0.155	1.0	-0.249453333	
chr15	78811223	78812088	866	78811578	272	378.215	51.9276	372.803	BadSOCS3peaks_peak_220	ADAMTS7	0.1915	1.0	-0.06915	
chr15	82047187	82047612	426	82047406	34	18.0132	5.96639	13.7105	BadSOCS3peaks_peak_221	MEX3B	1.2805		-0.160866667	
chr15	90234033	90234551	519	90234282	71	63.5545	14.9539	58.8093	BadSOCS3peaks_peak_222	GDPGP1	0.029	1.0	0.6523766666666666	
chr15	91539195	91539814	620	91539486	57	53.1755	15.0505	48.4893	BadSOCS3peaks_peak_223	ENSG00000258954	6.6135			
chr15	101749886	101750752	867	101750299	362	489.977	50.8816	484.467	BadSOCS3peaks_peak_224	ENSG00000291225	0.713	1.0		
chr16	640176	640888	713	640491	109	129.334	28.5441	124.333	BadSOCS3peaks_peak_225	MCRIP2	1.296			
chr16	788516	789275	760	788858	308	423.298	51.588	417.846	BadSOCS3peaks_peak_226	CHTF18	0.2605	1.0	-0.489455	
chr16	859145	859670	526	859237	149	12.5626	1.90213	8.41272	BadSOCS3peaks_peak_227	LMF1	3.4595		-0.414376667	
chr16	2990964	2993793	2830	2992449	720	1272.86	128.56	1266.98	BadSOCS3peaks_peak_228	GREP1	2.1845			
chr16	11256164	11256859	696	11256347	66	37.1236	7.3543	32.5571	BadSOCS3peaks_peak_229	SOCS1	0.3075	1.0	-0.14175	
chr16	12013753	12014104	352	12013900	41	21.144	6.04528	16.7802	BadSOCS3peaks_peak_230	SNX29	13.6035		-0.009763333	
chr16	13919806	13920207	402	13919987	28	18.9359	7.52527	14.6141	BadSOCS3peaks_peak_231	ERCC4	0.1315	1.0	0.2784633333333333	
chr16	14302382	14302889	508	14302630	41	27.6915	8.45513	23.2286	BadSOCS3peaks_peak_232	MIR193BHG	0.0565	1.0		
chr16	17608741	17609852	1112	17609371	298	425.282	56.7085	419.828	BadSOCS3peaks_peak_233	ENSG00000260945	68.3115			
chr16	21520085	21520657	573	21520347	98	76.9842	12.8337	72.1729	BadSOCS3peaks_peak_234	SLC7A5P2	0.006	1.0		
chr16	24071577	24072063	487	24071830	40	25.2784	7.6988	20.8506	BadSOCS3peaks_peak_235	ENSG00000279202	26.419			
chr16	29613311	29613937	627	29613623	130	114.014	16.316	109.059	BadSOCS3peaks_peak_236	SLC7A5P1	0.016	1.0		
chr16	29899150	29899521	372	29899306	23	11.785	5.14777	7.66386	BadSOCS3peaks_peak_237	SEZ6L2	0.0715	1.0	0.3069066666666666	
chr16	30369475	30370450	976	30370044	258	316.187	37.2792	310.842	BadSOCS3peaks_peak_238	TBC1D10B	0.5315	1.0	-0.070313333	
chr16	30571759	30572311	553	30572016	132	131.703	20.9755	126.695	BadSOCS3peaks_peak_239	ENSG00000239791	0.004	1.0		
chr16	30659262	30659710	449	30659475	37	24.9065	8.1774	20.484	BadSOCS3peaks_peak_240	FBRS	0.432	1.0	0.4244933333333333	
chr16	34063877	34064226	350	34064066	570	22.5862	1.55566	18.1996	BadSOCS3peaks_peak_241	ENSG00000261197	12.9115			
chr16	34582898	34583672	775	34583485	1838	64.935	1.53081	60.1828	BadSOCS3peaks_peak_242	ENSG00000286968	136.719			
chr16	34585697	34585997	301	34585802	457	8.41873	1.32386	4.46201	BadSOCS3peaks_peak_243	ENSG00000286968	139.281			
chr16	34593223	34593585	363	34593486	862	44.3864	1.67862	39.7634	BadSOCS3peaks_peak_244	ENSG00000286968	146.838			
chr16	34595425	34595777	353	34595482	782	35.1805	1.61471	30.6333	BadSOCS3peaks_peak_245	ENSG00000286968	149.035			
chr16	34725643	34725935	293	34725659	58	5.16186	1.82324	1.5592	BadSOCS3peaks_peak_246	ENSG00000279165	216.188			
chr16	46387702	46388060	359	46387933	2243	83.6455	1.55217	78.805	BadSOCS3peaks_peak_247	ENSG00000290429	90.558			
chr16	46388655	46389043	389	46388933	1824	29.7837	1.32218	25.2939	BadSOCS3peaks_peak_248	ENSG00000290429	89.59			
chr16	46390461	46391233	773	46390618	3232	51.9501	1.32322	47.2721	BadSOCS3peaks_peak_249	ENSG00000290429	87.592			
chr16	46394530	46395001	472	46394769	2595	60.2612	1.40559	55.5352	BadSOCS3peaks_peak_250	ENSG00000290429	83.6735			
chr16	46398617	46398978	362	46398792	2222	54.2707	1.41781	49.5787	BadSOCS3peaks_peak_251	ENSG00000290429	79.6415			
chr16	46399299	46399640	342	46399483	2201	60.6059	1.45146	55.878	BadSOCS3peaks_peak_252	ENSG00000290429	78.9695			
chr16	46400115	46400761	647	46400286	2002	50.7468	1.4271	46.0771	BadSOCS3peaks_peak_253	ENSG00000290429	78.001			
chr16	46401086	46401529	444	46401419	1602	84.526	1.69914	79.6823	BadSOCS3peaks_peak_254	ENSG00000290429	77.1315			
chr16	65452492	65452806	315	65452627	22	13.1228	5.96832	8.95342	BadSOCS3peaks_peak_255	LINC00922	88.837			
chr16	66830777	66831369	593	66831071	190	224.838	32.4667	219.618	BadSOCS3peaks_peak_256	NAE1	0.096	1.0	-0.241313333	
chr16	68620232	68620768	537	68620541	50	38.5743	10.7629	33.9947	BadSOCS3peaks_peak_257	ENSG00000252040	9.854			
chr16	74554169	74554497	329	74554308	24	13.7645	5.89049	9.57574	BadSOCS3peaks_peak_258	ENSG00000240861	2.082			
chr16	87550195	87550657	463	87550390	36	19.5016	6.20884	15.1695	BadSOCS3peaks_peak_259	ENSG00000260750	44.705			
chr16	87868970	87869688	719	87869405	169	140.685	15.3553	135.651	BadSOCS3peaks_peak_260	SLC7A5	0.178	1.0	-0.690033333	
chr16	88810298	88810798	501	88810534	71	38.9242	7.19789	34.3418	BadSOCS3peaks_peak_261	APRT	0.15	1.0	0.025173333	
chr16	89185983	89186436	454	89186335	58	9.41051	2.43303	5.39481	BadSOCS3peaks_peak_262	SLC22A31	12.6305		0.3954	
chr16	89637394	89637841	448	89637586	43	20.5544	5.6041	16.2016	BadSOCS3peaks_peak_263	DPEP1	0.0415	1.0	-0.152826667	
chr16_KI270853v1_alt	776920	777333	414	776962	17	7.10516	3.83572	3.25096	BadSOCS3peaks_peak_264					
chr16_KI270854v1_alt	25911	26211	301	26014	17	8.77835	4.67086	4.79818	BadSOCS3peaks_peak_265					
chr17	404884	405474	591	404930	13	5.71383	3.63289	2.01973	BadSOCS3peaks_peak_266	ENSG00000241525	4.852			
chr17	7237177	7238198	1022	7237817	273	340.97	39.4383	335.597	BadSOCS3peaks_peak_267	PHF23	0.1065	1.0	1.22352	
chr17	7584577	7584913	337	7584724	31	14.4471	5.07115	10.2359	BadSOCS3peaks_peak_268	ENSG00000233223	0.647	1.0		
chr17	21975883	21976979	1097	21976463	921	51.1152	1.71752	46.4431	BadSOCS3peaks_peak_269	ENSG00000265233	80.324			
chr17	21991437	21991839	403	21991697	155	12.1175	1.85128	7.98432	BadSOCS3peaks_peak_270	ENSG00000265233	65.117			
chr17	22815627	22815945	319	22815907	32	6.43384	2.5591	2.65008	BadSOCS3peaks_peak_271	WEE1P2	111.371			
chr17	23016272	23016590	319	23016410	1059	105.869	2.12897	100.943	BadSOCS3peaks_peak_272	WEE1P2	312.016			
chr17	26069477	26069769	293	26069604	29	7.36323	2.94357	3.48399	BadSOCS3peaks_peak_273	ENSG00000263433	912.071			
chr17	26163815	26164221	407	26164189	20	5.89575	3.02264	2.17372	BadSOCS3peaks_peak_274	ENSG00000263433	817.676			
chr17	26484572	26484916	345	26484706	14	6.44058	3.89238	2.65008	BadSOCS3peaks_peak_275	ENSG00000263433	496.95			
chr17	26549079	26549485	407	26549171	57	12.3565	2.91105	8.2136	BadSOCS3peaks_peak_276	ENSG00000263433	432.412			
chr17	26568424	26568805	382	26568701	75	17.9161	3.20555	13.6172	BadSOCS3peaks_peak_277	ENSG00000263433	413.0795			
chr17	26572694	26573050	357	26572751	79	13.708	2.60266	9.52061	BadSOCS3peaks_peak_278	ENSG00000263433	408.822			
chr17	26583421	26583742	322	26583593	20	6.99836	3.46189	3.15222	BadSOCS3peaks_peak_279	ENSG00000263433	398.1125			
chr17	26603734	26604053	320	26603914	3101	238.6	1.92919	233.358	BadSOCS3peaks_peak_280	ENSG00000263433	377.8005			
chr17	26619549	26620107	559	26619804	2252	108.27	1.65758	103.334	BadSOCS3peaks_peak_281	ENSG00000263433	361.866			
chr17	26881034	26881556	523	26881295	2026	132.99	1.82177	127.978	BadSOCS3peaks_peak_282	ENSG00000263433	100.399			
chr17	26882285	26882994	710	26882541	1818	32.4884	1.34095	27.9678	BadSOCS3peaks_peak_283	ENSG00000263433	99.0545			
chr17	26883943	26884354	412	26884114	2156	154.813	1.87925	149.741	BadSOCS3peaks_peak_284	ENSG00000263433	97.5455			
chr17	26885267	26885548	282	26885402	1551	68.6198	1.61727	63.8474	BadSOCS3peaks_peak_285	ENSG00000263433	96.2865			
chr17	26939718	26940061	344	26939980	220	9.0979	1.53748	5.09921	BadSOCS3peaks_peak_286	ENSG00000263433	41.8045			
chr17	38080070	38080407	338	38080264	22	13.1228	5.96832	8.95342	BadSOCS3peaks_peak_287	NPEPPSP1	1.9765			
chr17	38192435	38192733	299	38192680	15	6.02178	3.54797	2.28443	BadSOCS3peaks_peak_288	TBC1D3	0.029	1.0	-0.348496667	
chr17	42535767	42536282	516	42536067	68	60.9022	14.7998	56.1724	BadSOCS3peaks_peak_289	NAGLU	0.2165	1.0	-0.165166667	
chr17	42609093	42609515	423	42609315	54	31.2011	7.34483	26.6947	BadSOCS3peaks_peak_290	RETREG3	0.02	1.0		
chr17	44946775	44947117	343	44946908	29	15.1562	5.63327	10.9241	BadSOCS3peaks_peak_291	KIF18B	0.691	1.0	-0.099986667	
chr17	46444333	46444675	343	46444592	16	7.97433	4.41137	4.04496	BadSOCS3peaks_peak_292	RDM1P2	59.442			
chr17	50718854	50719172	319	50719024	35	16.2016	5.18167	11.9427	BadSOCS3peaks_peak_293	LUC7L3	0.552	1.0	-0.339876667	
chr17	51046457	51046886	430	51046683	36	21.4316	6.9477	17.0636	BadSOCS3peaks_peak_294	SPAG9	0.1655	1.0	-0.02583	
chr17	58007477	58007906	430	58007683	41	29.0224	9.0086	24.5428	BadSOCS3peaks_peak_295	SRSF1	0.3455	1.0	0.6767478333333332	
chr17	58300906	58302654	1749	58301578	289	386.505	47.4489	381.086	BadSOCS3peaks_peak_296	TSPOAP1	3.608			
chr17	62566827	62567165	339	62567007	21	11.2512	5.23257	7.15047	BadSOCS3peaks_peak_297	TLK2	2.236		-0.500983333	
chr17	62810948	62811382	435	62811175	51	35.4329	9.2973	30.8834	BadSOCS3peaks_peak_298	MARCHF10-DT	2.665			
chr17	65134555	65134913	359	65134721	39	22.4827	6.81873	18.0973	BadSOCS3peaks_peak_299	RGS9	2.636		0.3388266666666667	
chr17	74434667	74435105	439	74434995	26	9.3253	3.78458	5.31472	BadSOCS3peaks_peak_300	GPRC5C	1.189		-0.173373333	
chr17	76570817	76571335	519	76571064	72	39.2569	7.16269	34.6713	BadSOCS3peaks_peak_301	ST6GALNAC2	0.066	1.0	0.06523	
chr17	77830030	77831677	1648	77831038	425	510.3	37.7892	504.775	BadSOCS3peaks_peak_302	LINC01973	53.2335			
chr17	78357288	78361179	3892	78360034	7629	18765.1	708.719	18755.6	BadSOCS3peaks_peak_303	SOCS3	0.8405	1.0	-1.21738	
chr17_KI270729v1_random	978	1325	348	1056	1320	31.5058	1.40668	26.9962	BadSOCS3peaks_peak_304					
chr17_KI270729v1_random	23316	23624	309	23456	644	25.4573	1.55755	21.0265	BadSOCS3peaks_peak_305					
chr17_KI270730v1_random	106805	107182	378	106870	226	6.3372	1.40484	2.56961	BadSOCS3peaks_peak_306					
chr17_KI270857v1_alt	2275244	2275526	283	2275358	22	11.3276	5.10021	7.2234	BadSOCS3peaks_peak_307					
chr18	107999	109123	1125	108178	4869	153.118	1.49697	148.05	BadSOCS3peaks_peak_308	ROCK1P1	0.504	1.0		
chr18	110273	110636	364	110402	1754	77.8396	1.61981	73.0247	BadSOCS3peaks_peak_309	ROCK1P1	1.1585			
chr18	3789116	3789676	561	3789429	68	55.5576	12.7185	50.8583	BadSOCS3peaks_peak_310	ENSG00000266513	17.966			
chr18	16983655	16983954	300	16983797	23	7.27486	3.30748	3.4032	BadSOCS3peaks_peak_311	ENSG00000215512	1653.5225			
chr18	18876422	18876771	350	18876683	26	6.86903	2.96367	3.03671	BadSOCS3peaks_peak_312	ROCK1	2078.2735		-0.39563	
chr18	20170399	20170688	290	20170546	18	7.60306	3.94616	3.70485	BadSOCS3peaks_peak_313	ROCK1	784.3265		-0.39563	
chr18	23662712	23663174	463	23662894	53	34.0875	8.42844	29.5512	BadSOCS3peaks_peak_314	ANKRD29	0.032	1.0	0.2200766666666666	
chr18	57630329	57630947	619	57630715	63	55.4793	14.0965	50.7802	BadSOCS3peaks_peak_315	ATP8B1-AS1	0.288	1.0		
chr18	65750233	65750827	595	65750756	24	8.97852	3.85011	4.98535	BadSOCS3peaks_peak_316	CDH7	0.123	1.0	-0.0594	
chr18	79439184	79439600	417	79439345	30	16.0137	5.82105	11.7587	BadSOCS3peaks_peak_317	NFATC1	8.878		0.1965666666666667	
chr18	79964394	79964830	437	79964589	36	21.1076	6.82006	16.7444	BadSOCS3peaks_peak_318	HSBP1L1	0.018	1.0	0.42956	
chr19	933297	933839	543	933604	45	26.3203	7.17978	21.8775	BadSOCS3peaks_peak_319	ARID3A	1.003		-0.129176667	
chr19	2036494	2036790	297	2036662	22	9.56133	4.31227	5.53737	BadSOCS3peaks_peak_320	BTBD2	1.761		0.073353333	
chr19	3700788	3701076	289	3700929	28	15.6818	6.02309	11.4372	BadSOCS3peaks_peak_321	PIP5K1C	0.464	1.0	0.6036333333333332	
chr19	5192716	5193158	443	5192955	39	30.9035	10.3797	26.4012	BadSOCS3peaks_peak_322	PTPRS-AS1	14.818			
chr19	9986081	9986575	495	9986369	47	39.1324	11.8465	34.5484	BadSOCS3peaks_peak_323	ENSG00000267650	9.669			
chr19	12996849	12997205	357	12997142	19	7.14747	3.62534	3.29092	BadSOCS3peaks_peak_324	NFIX	1.419		-0.567613333	
chr19	13064833	13065490	658	13065129	52	39.8477	10.7688	35.258	BadSOCS3peaks_peak_325	NFIX	4.8415		-0.567613333	
chr19	13097928	13098953	1026	13098333	208	249.03	33.9417	243.771	BadSOCS3peaks_peak_326	LYL1	4.2835		-0.115633333	
chr19	14091116	14091960	845	14091542	239	295.04	37.4597	289.72	BadSOCS3peaks_peak_327	SAMD1	0.502	1.0	-0.237533333	
chr19	14461919	14462266	348	14462257	16	5.56928	3.22423	1.90654	BadSOCS3peaks_peak_328	PKN1	1.4505		-0.10649	
chr19	14529035	14529521	487	14529224	40	27.4274	8.56877	22.9685	BadSOCS3peaks_peak_329	DNAJB1	0.002	1.0	0.046626667	
chr19	14571857	14572627	771	14572267	218	305.71	50.4403	300.377	BadSOCS3peaks_peak_330	NDUFB7	0.176	1.0	-0.17466	
chr19	16786028	16786421	394	16786223	24	14.9946	6.4873	10.767	BadSOCS3peaks_peak_331	NWD1	2.7795		-0.194876667	
chr19	23778268	23778609	342	23778458	35	16.2016	5.18167	11.9427	BadSOCS3peaks_peak_332	RPSAP58	2.4655			
chr19	24852952	24853318	367	24853011	23	4.965	2.51436	1.42355	BadSOCS3peaks_peak_333	ENSG00000268442	689.651			
chr19	24932592	24932936	345	24932696	152	24.202	2.576	19.7897	BadSOCS3peaks_peak_334	ENSG00000268442	769.28			
chr19	25088660	25088968	309	25088930	93	10.4968	2.09841	6.42584	BadSOCS3peaks_peak_335	ENSG00000268442	925.33			
chr19	25206202	25206507	306	25206321	30	7.89663	3.04169	3.97807	BadSOCS3peaks_peak_336	ENSG00000268442	1042.8705			
chr19	25240529	25240917	389	25240787	32	13.2896	4.54779	9.11544	BadSOCS3peaks_peak_337	ENSG00000268442	1077.239			
chr19	25287096	25287393	298	25287277	23	10.3246	4.50662	6.26369	BadSOCS3peaks_peak_338	ENSG00000268442	1123.7605			
chr19	25294485	25294869	385	25294523	121	6.51709	1.61344	2.71704	BadSOCS3peaks_peak_339	ENSG00000268442	1131.193			
chr19	25379163	25379460	298	25379270	53	8.10065	2.33078	4.1638	BadSOCS3peaks_peak_340	ENSG00000268442	1215.8275			
chr19	25618778	25619082	305	25618880	76	14.4619	2.74663	10.2505	BadSOCS3peaks_peak_341	ENSG00000268442	1455.446			
chr19	25667835	25668145	311	25667922	52	11.3599	2.89586	7.25437	BadSOCS3peaks_peak_342	ENSG00000268442	1504.506			
chr19	25931231	25931525	295	25931315	44	8.48304	2.61314	4.52191	BadSOCS3peaks_peak_343	ENSG00000279882	1708.287			
chr19	25963559	25963841	283	25963714	258	32.1739	2.30465	27.657	BadSOCS3peaks_peak_344	ENSG00000279882	1675.965			
chr19	26459983	26460302	320	26460193	137	24.1024	2.71957	19.6924	BadSOCS3peaks_peak_345	ENSG00000279882	1179.5225			
chr19	26665444	26665746	303	26665531	19	5.34057	2.87871	1.71343	BadSOCS3peaks_peak_346	ENSG00000279882	974.07			
chr19	26867992	26868297	306	26868115	29	11.1035	4.11704	7.00867	BadSOCS3peaks_peak_347	ENSG00000279882	771.5205			
chr19	26965889	26966177	289	26965898	42	5.84898	2.15819	2.13435	BadSOCS3peaks_peak_348	ENSG00000279882	673.632			
chr19	27132743	27133066	324	27132933	133	16.1176	2.21577	11.8609	BadSOCS3peaks_peak_349	ENSG00000279882	506.7605			
chr19	27144774	27145101	328	27144870	117	24.2382	2.99577	19.8253	BadSOCS3peaks_peak_350	ENSG00000279882	494.7275			
chr19	29844462	29845044	583	29844738	70	61.1342	14.2932	56.403	BadSOCS3peaks_peak_351	ENSG00000286538	2.935			
chr19	29942160	29943023	864	29942596	292	362.031	39.1279	356.637	BadSOCS3peaks_peak_352	URI1	0.2805	1.0	0.42781	
chr19	35657806	35658245	440	35658039	57	43.6141	11.0003	38.9969	BadSOCS3peaks_peak_353	COX6B1	6.7805		-0.709996667	
chr19	37291388	37291856	469	37291776	102	6.36064	1.67324	2.5876	BadSOCS3peaks_peak_354	ENSG00000267605	12.718			
chr19	37295550	37295864	315	37295581	84	6.28751	1.7597	2.52388	BadSOCS3peaks_peak_355	ENSG00000267605	8.633			
chr19	38223775	38224276	502	38224027	58	47.9485	12.4512	43.299	BadSOCS3peaks_peak_356	DPF1	0.0645	1.0	-0.52625	
chr19	38507268	38507745	478	38507477	28	16.4128	6.34482	12.1487	BadSOCS3peaks_peak_357	RYR1	11.2915		-0.433096667	
chr19	39031625	39032182	558	39031791	88	87.617	19.0897	82.7603	BadSOCS3peaks_peak_358	FBXO27	0.1595	1.0	0.3833666666666667	
chr19	39390617	39391133	517	39390900	82	81.2988	18.5938	76.4682	BadSOCS3peaks_peak_359	PAF1	0.207	1.0	-0.854216667	
chr19	41994088	41994508	421	41994360	41	27.8195	8.5074	23.355	BadSOCS3peaks_peak_360	ATP1A3	0.028	1.0	0.2378733333333333	
chr19	43595899	43596277	379	43596084	51	28.4373	6.94421	23.9647	BadSOCS3peaks_peak_361	IRGQ	0.046	1.0	-0.279436667	
chr19	44443832	44444155	324	44443930	28	15.7687	6.06084	11.5217	BadSOCS3peaks_peak_362	ZNF229	4.4525		0.3208166666666667	
chr19	44777650	44778317	668	44778164	19	6.64291	3.40937	2.83094	BadSOCS3peaks_peak_363	CBLC	0.0935	1.0	-0.171186667	
chr19	45669542	45670446	905	45669710	37	17.8051	5.46954	13.5082	BadSOCS3peaks_peak_364	GIPR	0.262	1.0	-0.473966667	
chr19	45890953	45891466	514	45891209	62	47.1293	11.1124	42.4856	BadSOCS3peaks_peak_365	IRF2BP1	5.0685		0.2396733333333333	
chr19	47045216	47045521	306	47045491	18	6.77459	3.56774	2.9522	BadSOCS3peaks_peak_366	TMEM160	3.2555		-0.417906667	
chr19	47789605	47789945	341	47789838	22	12.6663	5.74129	8.51322	BadSOCS3peaks_peak_367	ENSG00000271150	4.875			
chr19	49064782	49065238	457	49064971	51	32.095	8.11627	27.579	BadSOCS3peaks_peak_368	NTF4	0.044	1.0	-0.114416667	
chr19	52821580	52821946	367	52821743	31	17.4751	6.25001	13.1855	BadSOCS3peaks_peak_369	ZNF28	0.094	1.0	-0.30251	
chr19	52857572	52857937	366	52857759	31	17.2964	6.17638	13.0109	BadSOCS3peaks_peak_370	ZNF468	0.1055	1.0	-0.03728	
chr19	55631781	55632163	383	55631933	41	29.5891	9.25082	25.1021	BadSOCS3peaks_peak_371	ZNF580	3.044		-0.37172	
chr19	58305004	58305347	344	58305198	17	8.77835	4.67086	4.79818	BadSOCS3peaks_peak_372	ERVK3-1	0.1985	1.0		
chr1_KI270709v1_random	731	1020	290	894	401	24.3673	1.74592	19.952	BadSOCS3peaks_peak_373					
chr1_KI270709v1_random	5436	5727	292	5597	1114	52.3117	1.63945	47.6319	BadSOCS3peaks_peak_374					
chr1_KI270709v1_random	7294	7591	298	7481	1732	46.3737	1.44127	41.7365	BadSOCS3peaks_peak_375					
chr1_KI270709v1_random	13811	14145	335	13907	1183	76.534	1.80699	71.7247	BadSOCS3peaks_peak_376					
chr1_KI270709v1_random	15801	16238	438	16167	521	11.9424	1.37949	7.81545	BadSOCS3peaks_peak_377					
chr2	10024419	10025300	882	10024786	197	264.22	44.0552	258.939	BadSOCS3peaks_peak_378	ENSG00000260476	3.2815			
chr2	10447787	10448086	300	10448053	15	5.56534	3.32308	1.90307	BadSOCS3peaks_peak_379	ODC1	0.0735	1.0	0.7564799999999999	
chr2	20446090	20446532	443	20446283	57	46.8464	12.2797	42.2047	BadSOCS3peaks_peak_380	ENSG00000290108	0.582	1.0		
chr2	27428302	27429505	1204	27428904	1419	2946.23	261.743	2939.98	BadSOCS3peaks_peak_381	NRBP1	0.2505	1.0	-0.644893333	
chr2	28446185	28446709	525	28446496	34	25.205	9.04689	20.7791	BadSOCS3peaks_peak_382	ENSG00000227938	3.737			
chr2	28894027	28894528	502	28894342	24	11.0899	4.69439	6.99554	BadSOCS3peaks_peak_383	WDR43	0.3895	1.0	-0.099193333	
chr2	33105486	33105922	437	33105679	34	25.2786	9.08222	20.8506	BadSOCS3peaks_peak_384	LTBP1	28.702		0.035913333	
chr2	55617757	55618116	360	55617818	24	11.2016	4.74151	7.10308	BadSOCS3peaks_peak_385	PPP4R3B-DT	0.0675	1.0		
chr2	61537881	61539132	1252	61538481	1388	2957.94	288.485	2951.69	BadSOCS3peaks_peak_386	XPO1	0.0095	1.0	0.2809876666666667	
chr2	61616808	61617346	539	61617079	58	54.4913	15.31	49.7973	BadSOCS3peaks_peak_387	RNU6-1145P	11.461			
chr2	64375852	64376149	298	64375967	30	10.6074	3.86103	6.5319	BadSOCS3peaks_peak_388	RPL23AP37	28.2595			
chr2	70896954	70898081	1128	70897668	197	212.299	26.4414	207.102	BadSOCS3peaks_peak_389	ENSG00000277764	2.6375			
chr2	75461501	75462295	795	75461844	160	214.792	41.7782	209.59	BadSOCS3peaks_peak_390	GAPDHP57	5.32			
chr2	89828574	89829554	981	89828637	2022	88.4516	1.61492	83.5915	BadSOCS3peaks_peak_391	IGKV2D-40	22.727			
chr2	89836277	89836847	571	89836512	3631	223.426	1.78756	218.209	BadSOCS3peaks_peak_392	IGKV2D-40	15.229			
chr2	90392333	90392655	323	90392646	27	5.86657	2.60893	2.14903	BadSOCS3peaks_peak_393	ENSG00000281904	26.757			
chr2	92902248	92902549	302	92902372	19	10.4544	5.18984	6.3854	BadSOCS3peaks_peak_394	IGKV1OR2-2	867.3985			
chr2	96816237	96816524	288	96816478	32	15.0248	5.15071	10.7962	BadSOCS3peaks_peak_395	CNNM3	0.1125	1.0	-0.340366667	
chr2	108534684	108534987	304	108534713	14	5.14004	3.21736	1.54055	BadSOCS3peaks_peak_396	LIMS1	0.3655	1.0	0.0113796666666666	
chr2	109199418	109199729	312	109199495	298	22.9522	1.88191	18.5602	BadSOCS3peaks_peak_397	SNRPGP9	51.8485			
chr2	110732266	110733494	1229	110732979	434	568.626	47.748	563.066	BadSOCS3peaks_peak_398	ACOXL	0.025	1.0	0.089806667	
chr2	113235988	113236329	342	113236033	19	6.02827	3.15421	2.28939	BadSOCS3peaks_peak_399	PAX8-AS1	0.0785	1.0		
chr2	119126775	119127244	470	119126970	42	27.2653	8.07435	22.8086	BadSOCS3peaks_peak_400	C1QL2	31.7415		0.313983	
chr2	126732896	126733670	775	126733252	87	62.7589	10.9603	58.0182	BadSOCS3peaks_peak_401	RNU6-675P	30.341			
chr2	152175407	152176032	626	152175742	95	90.7956	18.0265	85.9264	BadSOCS3peaks_peak_402	STAM2	0.0095	1.0	-0.140856667	
chr2	164637181	164637495	315	164637354	30	20.8022	7.95024	16.4448	BadSOCS3peaks_peak_403	GRB14	15.856		-0.732783333	
chr2	168456369	168456793	425	168456753	15	6.46127	3.76991	2.6667	BadSOCS3peaks_peak_404	CERS6	0.309	1.0	0.2584599999999999	
chr2	176116282	176116608	327	176116507	28	13.0551	4.94358	8.88904	BadSOCS3peaks_peak_405	HOXD10	0.333	1.0	0.4564766666666666	
chr2	181963235	181963699	465	181963406	49	28.2954	7.19676	23.8244	BadSOCS3peaks_peak_406	KRT18P29	0.989	1.0		
chr2	184560056	184561163	1108	184560803	204	230.265	29.5067	225.037	BadSOCS3peaks_peak_407	ENSG00000283839	37.7355			
chr2	193252223	193252822	600	193252507	67	58.7067	14.2116	53.9897	BadSOCS3peaks_peak_408	SLC44A3P1	3.9605			
chr2	227237831	227238168	338	227237999	29	19.959	7.78476	15.617	BadSOCS3peaks_peak_409	MFF-DT	13.9115			
chr2	231432348	231432682	335	231432535	35	17.4643	5.61896	13.1751	BadSOCS3peaks_peak_410	ZBTB8OSP2	1.911			
chr2	232633263	232635647	2385	232634189	811	1443.89	134.536	1437.96	BadSOCS3peaks_peak_411	EFHD1	0.739	1.0	-0.430933333	
chr2	234931071	234931427	357	234931225	26	11.514	4.60265	7.40125	BadSOCS3peaks_peak_412	ENSG00000235726	17.865			
chr2	238845860	238846207	348	238846046	19	8.80174	4.37574	4.8207	BadSOCS3peaks_peak_413	TWIST2	1.9985		0.2432533333333333	
chr2	238846615	238849525	2911	238847890	519	782.383	73.2014	776.708	BadSOCS3peaks_peak_414	TWIST2	0.015	1.0	0.2432533333333333	
chr20	62050	62804	755	62691	170	6.27017	1.47891	2.50778	BadSOCS3peaks_peak_415	DEFB125	24.823		0.5397043333333333	
