chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name	closest feature	distance	within bflag	epsilon	go=peroxisome organization
chr19	26536889	26537200	312	26537075	64	16.8015	3.38931	12.1349	GoodSOCS3peaks_peak_211	ENSG00000279882	1102.6205			
chr19	26561573	26561902	330	26561682	56	9.288	2.45505	5.05385	GoodSOCS3peaks_peak_212	ENSG00000279882	1077.9275			
chr19	26670764	26671161	398	26671074	49	8.70541	2.51874	4.52397	GoodSOCS3peaks_peak_213	ENSG00000279882	968.7025			
chr19	26965840	26966176	337	26965876	60	7.18876	2.08356	3.1697	GoodSOCS3peaks_peak_214	ENSG00000279882	673.657			
chr19	27009163	27009498	336	27009287	104	13.6888	2.27725	9.16098	GoodSOCS3peaks_peak_215	ENSG00000279882	630.3345			
chr19	27132731	27133059	329	27132955	175	23.1805	2.34485	18.3133	GoodSOCS3peaks_peak_216	ENSG00000279882	506.77			
chr19	27144788	27145097	310	27144906	123	21.9681	2.72918	17.133	GoodSOCS3peaks_peak_217	ENSG00000279882	494.7225			
chr19	27156028	27156639	612	27156124	85	5.90573	1.71493	2.05878	GoodSOCS3peaks_peak_218	ENSG00000279882	483.3315			
chr19	27187468	27187781	314	27187665	134	16.9855	2.26611	12.3125	GoodSOCS3peaks_peak_219	ENSG00000279882	452.0405			
chr1_KI270709v1_random	702	1019	318	893	542	29.9177	1.70338	24.8931	GoodSOCS3peaks_peak_220					
chr1_KI270709v1_random	12066	12488	423	12405	733	18.1597	1.40767	13.4441	GoodSOCS3peaks_peak_221					
chr1_KI270709v1_random	13803	14119	317	13911	1583	99.5731	1.79395	93.8125	GoodSOCS3peaks_peak_222					
chr1_KI270709v1_random	15828	16226	399	16174	695	14.845	1.36837	10.2603	GoodSOCS3peaks_peak_223					
chr2	24174790	24175195	406	24175011	23	9.5909	4.20109	5.33009	GoodSOCS3peaks_peak_224	ENSG00000232642	0.0125	1.0		
chr2	89828580	89829304	725	89828631	2237	37.0411	1.32674	31.8836	GoodSOCS3peaks_peak_225	IGKV2D-40	22.849			
chr2	89836279	89836834	556	89836511	4124	144.042	1.53193	138.046	GoodSOCS3peaks_peak_226	IGKV2D-40	15.2345			
chr2	92411516	92411834	319	92411729	22	6.14774	2.97443	2.26894	GoodSOCS3peaks_peak_227	IGKV1OR2-2	376.675			
chr2	92421735	92422056	322	92421900	30	7.65556	2.97345	3.58134	GoodSOCS3peaks_peak_228	IGKV1OR2-2	386.8955			
chr2	92439644	92439987	344	92439743	65	13.3295	2.84269	8.82018	GoodSOCS3peaks_peak_229	IGKV1OR2-2	404.8155			
chr2	92902211	92902538	328	92902324	21	10.1072	4.69255	5.80675	GoodSOCS3peaks_peak_230	IGKV1OR2-2	867.3745			
chr2	131383556	131383924	369	131383823	25	11.7277	4.82214	7.31478	GoodSOCS3peaks_peak_231	MTCO1P18	0.321	1.0		
chr2	132257677	132258104	428	132257742	42	7.64198	2.50609	3.57089	GoodSOCS3peaks_peak_232	ANKRD30BL	0.0785	1.0		
chr2	132272631	132273098	468	132272723	43	12.1121	3.40541	7.67459	GoodSOCS3peaks_peak_233	CDC27P1	10.5365			
chr20	62039	62448	410	62122	167	16.5079	2.04	11.8523	GoodSOCS3peaks_peak_234	DEFB125	25.0065		0.5397043333333333	
chr20	26451677	26452203	527	26452008	38	9.16312	2.97287	4.94081	GoodSOCS3peaks_peak_235	MIR663AHG	200.394			
chr20	26736696	26737022	327	26736978	28	7.18288	2.94526	3.16664	GoodSOCS3peaks_peak_236	MIR663AHG	485.313			
chr20	27356290	27356602	313	27356448	52	13.8834	3.35196	9.34547	GoodSOCS3peaks_peak_237	MIR663AHG	1104.9			
chr20	27425659	27426106	448	27426005	88	13.3285	2.42622	8.81934	GoodSOCS3peaks_peak_238	MIR663AHG	1174.3365			
chr20	27813644	27814057	414	27813853	40	10.4298	3.17323	6.10601	GoodSOCS3peaks_peak_239	ENSG00000291100	788.7835			
chr20	28494862	28495955	1094	28495502	219	5.23996	1.35879	1.51496	GoodSOCS3peaks_peak_240	ENSG00000291100	107.2255			
chr20	29262041	29262361	321	29262209	147	12.1634	1.88716	7.72347	GoodSOCS3peaks_peak_241	5_8S_rRNA	35.045			
chr20	29307220	29307620	401	29307445	43	9.51765	2.85155	5.26528	GoodSOCS3peaks_peak_242	5_8S_rRNA	10.174			
chr20	30514056	30514379	324	30514079	37	5.58966	2.21469	1.80399	GoodSOCS3peaks_peak_243	ENSG00000290901	23.3795			
chr20	31052043	31052787	745	31052101	395	7.11168	1.31442	3.1026	GoodSOCS3peaks_peak_244	DEFB115	205.249		-0.05549	
chr20	31075377	31075759	383	31075687	583	16.5708	1.44214	11.913	GoodSOCS3peaks_peak_245	DEFB115	182.096		-0.05549	
chr21	7257887	7258290	404	7258185	459	12.3182	1.41904	7.86723	GoodSOCS3peaks_peak_246	ENSG00000279303	120.2995			
chr21	7947720	7948074	355	7947971	71	5.57416	1.76808	1.79103	GoodSOCS3peaks_peak_247	ENSG00000276289	118.265			
chr21	7978171	7978779	609	7978527	54	7.24106	2.17932	3.21433	GoodSOCS3peaks_peak_248	ENSG00000279967	125.231			
chr21	8208412	8208926	515	8208831	789	12.7506	1.30889	8.27384	GoodSOCS3peaks_peak_249	ENSG00000277437	0.175	1.0		
chr21	9246761	9247072	312	9246811	223	8.39928	1.50218	4.24971	GoodSOCS3peaks_peak_250	ENSG00000278932	78.0965			
chr21	11117350	11118063	714	11117428	69	11.936	2.56815	7.50915	GoodSOCS3peaks_peak_251	IGHV1OR21-1	467.8715			
chr21	11185749	11186059	311	11185778	43	8.61292	2.66911	4.43987	GoodSOCS3peaks_peak_252	IGHV1OR21-1	536.069			
chr21	11302475	11302842	368	11302518	32	12.4375	4.26766	7.98078	GoodSOCS3peaks_peak_253	IGHV1OR21-1	652.8235			
chr21	11363908	11364355	448	11364049	134	18.5901	2.3734	13.8595	GoodSOCS3peaks_peak_254	IGHV1OR21-1	714.2965			
chr21	11522535	11523073	539	11522937	93	12.7455	2.30833	8.2688	GoodSOCS3peaks_peak_255	IGHV1OR21-1	872.969			
chr21	11537334	11537661	328	11537604	40	7.77626	2.59302	3.69099	GoodSOCS3peaks_peak_256	IGHV1OR21-1	887.6625			
chr21	11545086	11545439	354	11545386	24	5.26419	2.56349	1.52895	GoodSOCS3peaks_peak_257	IGHV1OR21-1	895.4275			
chr21	11611564	11611917	354	11611811	26	11.8258	4.72623	7.40744	GoodSOCS3peaks_peak_258	IGHV1OR21-1	961.9055			
chr21	11630922	11631261	340	11631041	44	20.0874	5.35343	15.3073	GoodSOCS3peaks_peak_259	IGHV1OR21-1	981.2565			
chr21	11725951	11726324	374	11726261	31	7.51302	2.88318	3.45817	GoodSOCS3peaks_peak_260	IGHV1OR21-1	1076.3025			
chr21	11740326	11740678	353	11740621	29	7.13289	2.87753	3.12003	GoodSOCS3peaks_peak_261	IGHV1OR21-1	1090.667			
chr21	11762063	11762427	365	11762132	57	8.79606	2.36118	4.60706	GoodSOCS3peaks_peak_262	IGHV1OR21-1	1112.41			
chr21	11773656	11774086	431	11773969	35	12.3081	3.96516	7.85742	GoodSOCS3peaks_peak_263	IGHV1OR21-1	1124.036			
chr21	11788818	11789158	341	11788923	74	13.6339	2.68526	9.10847	GoodSOCS3peaks_peak_264	IGHV1OR21-1	1139.153			
chr21	11992644	11992970	327	11992855	66	15.0587	3.06342	10.4643	GoodSOCS3peaks_peak_265	ENSG00000229306	1023.885			
chr21	12096476	12096889	414	12096610	90	9.84627	2.06403	5.56723	GoodSOCS3peaks_peak_266	ENSG00000229306	920.0095			
chr21	12141508	12141825	318	12141732	39	12.9202	3.83671	8.43474	GoodSOCS3peaks_peak_267	ENSG00000229306	875.0255			
chr21	12241217	12241622	406	12241551	90	16.0944	2.67729	11.4547	GoodSOCS3peaks_peak_268	ENSG00000229306	775.2725			
chr21	12382513	12382879	367	12382853	77	5.03584	1.66733	1.36618	GoodSOCS3peaks_peak_269	ENSG00000229306	633.996			
chr21	12509560	12509896	337	12509575	85	6.13573	1.73827	2.26034	GoodSOCS3peaks_peak_270	ENSG00000229306	506.964			
chr21	12544150	12544517	368	12544508	34	5.67834	2.312	1.87614	GoodSOCS3peaks_peak_271	ENSG00000229306	472.3585			
chr21	12722589	12722985	397	12722699	36	8.14953	2.82042	4.02482	GoodSOCS3peaks_peak_272	ENSG00000229306	293.905			
chr21	29181660	29182016	357	29181871	21	10.1072	4.69255	5.80675	GoodSOCS3peaks_peak_273	U3	1.199			
chr22	12977722	12978056	335	12978001	73	8.52393	2.09418	4.36357	GoodSOCS3peaks_peak_274	FRG1GP	375.423			
chr22	13249811	13250520	710	13250363	115	11.2139	1.99221	6.83499	GoodSOCS3peaks_peak_275	FRG1GP	647.6995			
chr22	13254111	13254538	428	13254346	73	6.94422	1.91203	2.95387	GoodSOCS3peaks_peak_276	FRG1GP	651.8585			
chr22	13570504	13570815	312	13570790	22	6.14774	2.97443	2.26894	GoodSOCS3peaks_peak_277	FRG1GP	968.1935			
chr22	13661086	13661486	401	13661471	79	5.52857	1.71008	1.75319	GoodSOCS3peaks_peak_278	FRG1GP	1058.82			
chr22	13699324	13699678	355	13699525	18	6.22468	3.32587	2.33247	GoodSOCS3peaks_peak_279	FRG1GP	1097.035			
chr22	13878836	13879175	340	13879143	40	11.8827	3.51455	7.45932	GoodSOCS3peaks_peak_280	FRG1GP	1276.5395			
chr22	13883092	13883436	345	13883197	35	8.93837	3.05807	4.73494	GoodSOCS3peaks_peak_281	FRG1GP	1280.798			
chr22	13912163	13912554	392	13912465	38	12.2893	3.74079	7.84059	GoodSOCS3peaks_peak_282	FRG1GP	1309.8925			
chr22	13927333	13927675	343	13927419	65	9.81513	2.36303	5.53869	GoodSOCS3peaks_peak_283	FRG1GP	1325.038			
chr22	13951018	13951327	310	13951273	31	7.51302	2.88318	3.45817	GoodSOCS3peaks_peak_284	U6	1322.6825			
chr22	14146269	14146592	324	14146346	63	8.63303	2.23749	4.45847	GoodSOCS3peaks_peak_285	U6	1127.4245			
chr22	14154496	14154820	325	14154512	49	7.34525	2.28614	3.30585	GoodSOCS3peaks_peak_286	U6	1119.197			
chr22	14379723	14380092	370	14380046	81	11.023	2.27719	6.65792	GoodSOCS3peaks_peak_287	U6	893.9475			
chr22	14390951	14391396	446	14391047	49	10.3148	2.80404	5.99911	GoodSOCS3peaks_peak_288	U6	882.6815			
chr22	14404909	14405390	482	14404988	78	11.9556	2.42011	7.52783	GoodSOCS3peaks_peak_289	U6	868.7055			
chr22	14416374	14417069	696	14416613	85	7.95674	1.92129	3.85011	GoodSOCS3peaks_peak_290	U6	857.1335			
chr22	14488889	14489275	387	14488948	77	11.9969	2.4398	7.56663	GoodSOCS3peaks_peak_291	U6	784.773			
chr22	14572145	14572455	311	14572263	28	11.9935	4.54114	7.56373	GoodSOCS3peaks_peak_292	U6	701.555			
chr22	14648033	14648346	314	14648051	79	7.0282	1.8717	3.02847	GoodSOCS3peaks_peak_293	U6	625.6655			
chr22	14863944	14864275	332	14864268	42	5.33434	2.0606	1.5916	GoodSOCS3peaks_peak_294	U6	409.7455			
chr22	14912867	14913188	322	14913180	44	6.64966	2.26687	2.69478	GoodSOCS3peaks_peak_295	U6	360.8275			
chr22	15701255	15701582	328	15701259	27	5.06093	2.3785	1.38765	GoodSOCS3peaks_peak_296	RNU6-816P	0.0405	1.0		
chr22	25057164	25057652	489	25057412	42	28.0876	8.39856	23.1029	GoodSOCS3peaks_peak_297	ENSG00000279006	5.442			
chr22	38052326	38052740	415	38052576	54	24.9425	5.62165	20.0326	GoodSOCS3peaks_peak_298	PICK1	3.778		0.33399	
chr22_KI270731v1_random	128559	128885	327	128746	32	12.4375	4.26766	7.98078	GoodSOCS3peaks_peak_299					
chr22_KI270735v1_random	40935	41274	340	40986	552	17.8333	1.48134	13.129	GoodSOCS3peaks_peak_300					
chr22_KI270737v1_random	33060	33371	312	33060	202	5.92114	1.41237	2.07215	GoodSOCS3peaks_peak_301					
chr3	194264758	194265306	549	194265111	16	5.74728	3.30685	1.93004	GoodSOCS3peaks_peak_302	LINC02048	11.65			
chr4	1435034	1435360	327	1435270	101	7.94732	1.81472	3.84113	GoodSOCS3peaks_peak_303	NKX1-1	28.755		0.075703333	
chr4	49094609	49095036	428	49094958	1560	34.9465	1.39213	29.8216	GoodSOCS3peaks_peak_304	CWH43	66.1305		-0.672516667	
chr4	49096799	49097313	515	49097267	1506	17.3218	1.25717	12.6366	GoodSOCS3peaks_peak_305	CWH43	68.364		-0.672516667	
chr4	49099063	49099806	744	49099482	1382	11.2613	1.20658	6.87976	GoodSOCS3peaks_peak_306	CWH43	70.7425		-0.672516667	
chr4	49105361	49105944	584	49105776	1397	27.0347	1.35586	22.0742	GoodSOCS3peaks_peak_307	CWH43	76.9605		-0.672516667	
chr4	49109692	49110015	324	49109722	1531	9.25473	1.17265	5.02378	GoodSOCS3peaks_peak_308	CWH43	81.1615		-0.672516667	
chr4	49110530	49110847	318	49110759	2697	52.0461	1.36098	46.7116	GoodSOCS3peaks_peak_309	CWH43	81.9965		-0.672516667	
chr4	49112418	49112783	366	49112726	693	14.5682	1.36443	9.99596	GoodSOCS3peaks_peak_310	CWH43	83.9085		-0.672516667	
chr4	49118564	49119051	488	49118963	2930	36.9401	1.27799	31.7841	GoodSOCS3peaks_peak_311	ENSG00000249828	84.9185			
chr4	49119519	49119989	471	49119582	1601	24.3697	1.30706	19.4743	GoodSOCS3peaks_peak_312	ENSG00000249828	83.972			
chr4	49120556	49121172	617	49120581	1193	17.6191	1.29783	12.9228	GoodSOCS3peaks_peak_313	ENSG00000249828	82.862			
chr4	49123353	49123703	351	49123642	1267	15.1985	1.26191	10.5976	GoodSOCS3peaks_peak_314	ENSG00000249828	80.198			
chr4	49139410	49139811	402	49139703	1404	65.0162	1.63614	59.5384	GoodSOCS3peaks_peak_315	ENSG00000249828	64.1155			
chr4	49141851	49142216	366	49141914	794	14.4246	1.33354	9.85995	GoodSOCS3peaks_peak_316	ENSG00000249828	61.6925			
chr4	49149156	49149824	669	49149448	10016	204.366	1.37897	198.13	GoodSOCS3peaks_peak_317	ENSG00000249828	54.236			
chr4	49153189	49153626	438	49153552	2342	81.3402	1.5267	75.7164	GoodSOCS3peaks_peak_318	ENSG00000249828	50.3185			
chr4	49154468	49154948	481	49154914	3930	41.0123	1.24961	35.8009	GoodSOCS3peaks_peak_319	ENSG00000249828	49.018			
chr4	49632614	49633013	400	49632706	1124	34.1079	1.4742	28.9982	GoodSOCS3peaks_peak_320	SNX18P25	44.0415			
chr4	49635184	49635607	424	49635267	934	13.2355	1.28651	8.73158	GoodSOCS3peaks_peak_321	SNX18P25	46.6235			
chr4	49637610	49638182	573	49637728	944	10.8371	1.25046	6.48542	GoodSOCS3peaks_peak_322	SNX18P25	49.124			
chr4	49639095	49639452	358	49639136	602	7.05322	1.24484	3.05165	GoodSOCS3peaks_peak_323	SNX18P25	50.5015			
chr4	50122458	50122843	386	50122470	20	5.7716	2.97479	1.94788	GoodSOCS3peaks_peak_324	SNX18P25	533.8785			
chr4	64606885	64607279	395	64606999	18	7.22241	3.77018	3.19733	GoodSOCS3peaks_peak_325	MTCO3P27	0.664	1.0		
chr4	98082214	98082581	368	98082357	16	5.8892	3.37332	2.04426	GoodSOCS3peaks_peak_326	DUTP8	33.8425			
chr4	174120273	174120932	660	174120476	63	54.4031	13.6511	49.043	GoodSOCS3peaks_peak_327	LINC02268	0.0125	1.0		
chr4	190177446	190177789	344	190177737	749	10.7908	1.28564	6.44234	GoodSOCS3peaks_peak_328	DUX4	2.4245			
chr4	190179326	190179753	428	190179567	3971	132.266	1.51527	126.313	GoodSOCS3peaks_peak_329	DUX4	2.5775			
chr4_GL000008v2_random	297	609	313	362	417	13.1676	1.46608	8.66776	GoodSOCS3peaks_peak_330					
chr5	10240	11001	762	10963	148	6.92131	1.56421	2.93425	GoodSOCS3peaks_peak_331	ENSG00000250020	47.5775			
chr5	43102258	43103108	851	43102703	142	160.522	27.592	154.473	GoodSOCS3peaks_peak_332	ZNF131	18.2		0.8525633333333331	
chr5	47333099	47333420	322	47333212	196	27.5364	2.42857	22.5648	GoodSOCS3peaks_peak_333	ENSG00000250122	1443.0435			
chr5	47359603	47359921	319	47359819	165	18.4434	2.15366	13.7179	GoodSOCS3peaks_peak_334	ENSG00000250122	1469.546			
chr5	47475868	47476193	326	47475981	88	23.3892	3.52653	18.5169	GoodSOCS3peaks_peak_335	ENSG00000250122	1585.8145			
chr5	47489156	47489468	313	47489393	123	15.2681	2.23287	10.6641	GoodSOCS3peaks_peak_336	ENSG00000250122	1599.096			
chr5	47547486	47547999	514	47547569	76	7.56663	1.95552	3.50286	GoodSOCS3peaks_peak_337	ENSG00000250122	1657.5265			
chr5	47606693	47607004	312	47606808	42	7.64198	2.50609	3.57089	GoodSOCS3peaks_peak_338	ENSG00000250122	1716.6325			
chr5	47631779	47632106	328	47631992	115	19.9644	2.67188	15.1886	GoodSOCS3peaks_peak_339	ENSG00000250122	1741.7265			
chr5	47739771	47740126	356	47740017	44	8.01722	2.52363	3.90491	GoodSOCS3peaks_peak_340	ENSG00000250122	1849.7325			
chr5	47855239	47855552	314	47855358	165	27.1873	2.63745	22.2235	GoodSOCS3peaks_peak_341	ENSG00000250122	1965.1795			
chr5	47969291	47969693	403	47969352	30	10.0614	3.68792	5.76471	GoodSOCS3peaks_peak_342	ENSG00000250122	2079.276			
chr5	48068328	48068642	315	48068418	72	13.7971	2.74604	9.26413	GoodSOCS3peaks_peak_343	ENSG00000250122	2178.269			
chr5	48200886	48201212	327	48200936	79	13.2993	2.55619	8.79156	GoodSOCS3peaks_peak_344	EMB	2210.949		0.18674	
chr5	48295543	48295915	373	48295628	16	6.41872	3.62606	2.49714	GoodSOCS3peaks_peak_345	EMB	2116.269		0.18674	
chr5	48313717	48314034	318	48313854	45	10.5033	2.97713	6.17528	GoodSOCS3peaks_peak_346	EMB	2098.1225		0.18674	
chr5	48355414	48355725	312	48355625	158	18.869	2.21782	14.1283	GoodSOCS3peaks_peak_347	EMB	2056.4285		0.18674	
chr5	48370038	48370362	325	48370334	45	8.45892	2.57972	4.30456	GoodSOCS3peaks_peak_348	EMB	2041.798		0.18674	
chr5	48412371	48412687	317	48412536	16	6.41872	3.62606	2.49714	GoodSOCS3peaks_peak_349	EMB	1999.469		0.18674	
chr5	48500634	48500965	332	48500855	37	10.0305	3.22797	5.73653	GoodSOCS3peaks_peak_350	EMB	1911.1985		0.18674	
chr5	48836066	48836597	532	48836584	35	5.22876	2.18382	1.50507	GoodSOCS3peaks_peak_351	EMB	1575.6665		0.18674	
chr5	48860483	48860807	325	48860660	178	32.4523	2.81389	27.3765	GoodSOCS3peaks_peak_352	EMB	1551.353		0.18674	
chr5	48861673	48862003	331	48861895	218	34.2354	2.59221	29.1237	GoodSOCS3peaks_peak_353	EMB	1550.16		0.18674	
chr5	48937389	48937726	338	48937620	66	10.2151	2.39883	5.90699	GoodSOCS3peaks_peak_354	EMB	1474.4405		0.18674	
chr5	48962068	48962396	329	48962160	55	7.22763	2.16129	3.20199	GoodSOCS3peaks_peak_355	EMB	1449.766		0.18674	
chr5	49071251	49071566	316	49071564	52	5.53138	1.94445	1.75536	GoodSOCS3peaks_peak_356	EMB	1340.5895		0.18674	
chr5	49189576	49189893	318	49189631	43	7.11762	2.37778	3.10683	GoodSOCS3peaks_peak_357	EMB	1222.2635		0.18674	
chr5	49260283	49260604	322	49260436	103	24.9583	3.32305	20.048	GoodSOCS3peaks_peak_358	EMB	1151.5545		0.18674	
chr5	49366315	49366674	360	49366390	49	10.3148	2.80404	5.99911	GoodSOCS3peaks_peak_359	EMB	1045.5035		0.18674	
chr5	49376179	49376600	422	49376449	82	13.1399	2.49127	8.64232	GoodSOCS3peaks_peak_360	EMB	1035.6085		0.18674	
chr5	49409657	49409983	327	49409788	114	13.1817	2.14897	8.68078	GoodSOCS3peaks_peak_361	EMB	1002.178		0.18674	
chr5	49419177	49419519	343	49419385	80	22.8174	3.70354	17.9592	GoodSOCS3peaks_peak_362	EMB	992.65		0.18674	
chr5	49470913	49471248	336	49471021	50	8.64884	2.48484	4.47253	GoodSOCS3peaks_peak_363	EMB	940.9175		0.18674	
chr5	49528102	49528431	330	49528359	92	14.0546	2.44549	9.5092	GoodSOCS3peaks_peak_364	EMB	883.7315		0.18674	
chr5	49545267	49545609	343	49545407	129	36.6233	3.8247	31.4717	GoodSOCS3peaks_peak_365	EMB	866.56		0.18674	
chr5	49602049	49602383	335	49602086	10346	44.5904	1.15211	39.3384	GoodSOCS3peaks_peak_366	EMB	809.782		0.18674	
chr5	49615430	49615754	325	49615519	399	18.0196	1.59933	13.3091	GoodSOCS3peaks_peak_367	EMB	796.406		0.18674	
chr5	49622423	49622804	382	49622665	340	67.1394	3.0241	61.6402	GoodSOCS3peaks_peak_368	EMB	789.3845		0.18674	
chr5	49623771	49624151	381	49623826	68	9.31998	2.25319	5.08297	GoodSOCS3peaks_peak_369	EMB	788.037		0.18674	
chr5	49630843	49631176	334	49630991	1805	176.853	2.11805	170.74	GoodSOCS3peaks_peak_370	EMB	780.9885		0.18674	
chr5	49642309	49642693	385	49642320	141	6.36441	1.54533	2.4537	GoodSOCS3peaks_peak_371	EMB	769.497		0.18674	
chr5	49643710	49644140	431	49644053	292	31.8785	2.17072	26.8142	GoodSOCS3peaks_peak_372	EMB	768.073		0.18674	
chr5	49658364	49658773	410	49658663	6284	38.2937	1.1837	33.1151	GoodSOCS3peaks_peak_373	EMB	753.4295		0.18674	
chr5	49659487	49659923	437	49659521	3610	57.2713	1.32122	51.8819	GoodSOCS3peaks_peak_374	EMB	752.293		0.18674	
chr5	49661063	49661819	757	49661499	4886	5.14539	1.06457	1.44179	GoodSOCS3peaks_peak_375	EMB	750.557		0.18674	
chr5	49859091	49859525	435	49859376	43	14.5129	3.96437	9.94374	GoodSOCS3peaks_peak_376	EMB	552.69		0.18674	
chr5	60420819	60421181	363	60421071	18	7.82972	4.05266	3.73817	GoodSOCS3peaks_peak_377	ENSG00000213896	9.276			
chr5	128835726	128836242	517	128836037	41	28.904	8.95851	23.9007	GoodSOCS3peaks_peak_378	ENSG00000288697	96.191			
chr5	179299531	179299960	430	179299890	24	9.37099	4.00048	5.13022	GoodSOCS3peaks_peak_379	ADAMTS2	45.6845		0.32759	
chr6	58833738	58834079	342	58833742	48	5.78389	2.04127	1.95953	GoodSOCS3peaks_peak_380	ENSG00000275046	447.1095			
chr6	58920879	58921191	313	58921071	102	12.2123	2.17049	7.76792	GoodSOCS3peaks_peak_381	ENSG00000275046	534.236			
chr6	59494290	59494607	318	59494528	191	18.7495	2.04452	14.0133	GoodSOCS3peaks_peak_382	PRIM2BP	786.9955			
chr6	59520296	59520605	310	59520490	96	17.211	2.69374	12.5294	GoodSOCS3peaks_peak_383	PRIM2BP	760.9935			
chr6	107577439	107577890	452	107577662	62	33.5837	6.93903	28.4848	GoodSOCS3peaks_peak_384	ENSG00000289433	17.6865			
chr6	152238402	152238841	440	152238666	32	15.0714	5.16751	10.4767	GoodSOCS3peaks_peak_385	SYNE1	12.7845		-0.41245	
chr7	5690550	5690880	331	5690677	29	15.9277	5.95292	11.2952	GoodSOCS3peaks_peak_386	RNF216-IT1	10.254			
chr7	50587400	50587787	388	50587592	30	12.2009	4.39136	7.75741	GoodSOCS3peaks_peak_387	GRB10	8.2465		-0.5032	
chr7	62350841	62351236	396	62350850	27	5.06093	2.3785	1.38765	GoodSOCS3peaks_peak_388	ENSG00000233918	75.3605			
chr7	156319181	156319544	364	156319182	15	5.25801	3.17489	1.52503	GoodSOCS3peaks_peak_389	ENSG00000270584	55.8155			
chr7	159171902	159172274	373	159171968	24	7.28175	3.23308	3.24808	GoodSOCS3peaks_peak_390	VIPR2	27.221		-0.061673333	
chr8	33011722	33012119	398	33011949	30	14.3015	5.15019	9.74224	GoodSOCS3peaks_peak_391	MTND1P6	2.1605			
chr8	45610470	45610790	321	45610768	18	5.39643	2.97523	1.64159	GoodSOCS3peaks_peak_392	ENSG00000276685	418.262			
chr8	106285405	106286253	849	106285896	144	141.012	20.5241	135.024	GoodSOCS3peaks_peak_393	OXR1	15.538		0.4210933333333333	
chr9	41229420	41230016	597	41229575	113	12.8382	2.13028	8.357	GoodSOCS3peaks_peak_394	MIR4477A	4.037			
chr9	43481691	43482262	572	43481953	125	11.5987	1.95999	7.19478	GoodSOCS3peaks_peak_395	ENSG00000286916	236.9895			
chr9	43650719	43651029	311	43650851	80	18.3184	3.12614	13.5978	GoodSOCS3peaks_peak_396	ENSG00000286916	405.887			
chr9	43787733	43788066	334	43787766	35	7.65949	2.74419	3.58428	GoodSOCS3peaks_peak_397	ENSG00000286916	542.9125			
chr9	44271661	44271971	311	44271739	35	8.27196	2.89264	4.1321	GoodSOCS3peaks_peak_398	ENSG00000286916	1026.829			
chr9	44579819	44580158	340	44579833	42	5.16436	2.02852	1.45771	GoodSOCS3peaks_peak_399	ENSG00000286916	1335.0015			
chr9	60632908	60633255	348	60633010	98	10.1864	2.02864	5.8805	GoodSOCS3peaks_peak_400	ENSG00000277598	85.9275			
chr9	60637299	60637658	360	60637609	113	11.5132	2.02821	7.11559	GoodSOCS3peaks_peak_401	ENSG00000277598	90.3245			
chr9	67723669	67724206	538	67723829	227	5.36622	1.3574	1.61659	GoodSOCS3peaks_peak_402	FAM27B	1.9645			
chr9	120711313	120711881	569	120711575	59	43.466	10.4778	38.2266	GoodSOCS3peaks_peak_403	MEGF9	2.873		0.1860966666666667	
chrUn_GL000214v1	123459	123886	428	123802	277	16.8486	1.73142	12.1799	GoodSOCS3peaks_peak_404					
chrUn_GL000214v1	125046	125407	362	125386	239	6.18557	1.38445	2.30173	GoodSOCS3peaks_peak_405					
chrUn_GL000214v1	125877	126248	372	125985	341	14.0624	1.5559	9.51658	GoodSOCS3peaks_peak_406					
chrUn_GL000214v1	127565	127956	392	127886	294	9.27645	1.45337	5.04402	GoodSOCS3peaks_peak_407					
chrUn_GL000214v1	129130	129626	497	129536	718	5.19402	1.18072	1.47931	GoodSOCS3peaks_peak_408					
chrUn_GL000216v2	712	1095	384	788	1102	23.2082	1.37271	18.3406	GoodSOCS3peaks_peak_409					
chrUn_GL000216v2	5798	6194	397	5884	1434	38.699	1.44163	33.5142	GoodSOCS3peaks_peak_410					
chrUn_GL000216v2	14462	14917	456	14827	423	11.2357	1.41368	6.85573	GoodSOCS3peaks_peak_411					
chrUn_GL000216v2	160646	160980	335	160788	907	28.133	1.47802	23.1475	GoodSOCS3peaks_peak_412					
chrUn_GL000220v1	138212	138647	436	138283	749	6.75497	1.21022	2.78865	GoodSOCS3peaks_peak_413					
chrUn_GL000224v1	1330	1808	479	1366	598	7.32036	1.25196	3.28358	GoodSOCS3peaks_peak_414					
chrUn_GL000224v1	11187	11498	312	11472	375	6.27905	1.29732	2.37907	GoodSOCS3peaks_peak_415					
chrUn_GL000226v1	1659	2047	389	1712	232	7.65023	1.45726	3.57758	GoodSOCS3peaks_peak_416					
chrUn_GL000226v1	6578	6908	331	6785	492	29.5339	1.74562	24.5171	GoodSOCS3peaks_peak_417					
chrUn_GL000226v1	13342	14024	683	13959	198	10.4122	1.63768	6.0896	GoodSOCS3peaks_peak_418					
chrUn_KI270303v1	1235	1640	406	1367	1496	124.001	1.97737	118.091	GoodSOCS3peaks_peak_419					
chrUn_KI270304v1	781	1888	1108	1073	1053	78.5555	1.89649	72.9529	GoodSOCS3peaks_peak_420					
chrUn_KI270310v1	687	998	312	885	2068	101.609	1.66702	95.8333	GoodSOCS3peaks_peak_421					
chrUn_KI270387v1	996	1363	368	1265	21	7.18767	3.44501	3.16899	GoodSOCS3peaks_peak_422					
